PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17,PC18,PC19,PC20,PC21,PC22,PC23,PC24,PC25,PC26,PC27,PC28,PC29,PC30,PC31,PC32,PC33,PC34,PC35,PC36,PC37,PC38,PC39,PC40,PC41,PC42,PC43,PC44,PC45,PC46,PC47,PC48,PC49,PC50,label,bias_level
-24.148233,-8.58903,-6.5982885,-11.276169,-0.6683599,-5.2670717,3.7573304,6.460902,-4.60119,3.7940059,2.8522346,-2.1496336,3.9399786,1.0291117,-4.7888865,-2.3306873,1.4701169,-4.5957036,1.832291,3.6116388,0.92381,-3.3572965,-1.817978,-3.7353663,-0.05917213,0.5020597,0.9105803,0.5373519,-0.5278036,-2.2456455,0.6694885,-1.3940781,-0.27390742,2.2072675,0.72732884,0.2414769,-0.36816972,-0.5440498,-1.3941244,1.7345246,-0.5857171,0.60444033,-2.4223502,-0.9292057,0.1460077,0.07917243,1.6507741,-0.66910744,-0.83594054,-1.4948457,0,full_0.99
23.962212,-0.31781256,-12.381812,6.3258576,-15.518443,0.253362,12.069628,0.4528181,-5.227208,5.6202645,1.4470161,-0.10775355,8.107714,2.0844066,-3.235387,1.9058236,-0.5606363,5.6241217,2.4119625,-3.7978163,3.7487452,-5.3710585,8.621429,1.4498495,-11.878073,8.041432,1.4752201,-2.6699429,-2.9942584,11.452969,4.1326146,-0.9238332,2.458196,0.13088253,-2.4129782,-0.5167019,-0.74935347,0.0033824344,-4.0512934,-1.3361037,-2.366257,-7.421436,-1.6174612,-0.6484496,0.9586022,-2.4117694,0.9520517,-0.4954238,-2.9722874,0.21465507,9,full_0.99
10.802693,-1.6879785,20.232473,-8.686498,-13.419472,-1.0371472,-5.435116,-4.326391,-7.7738943,-2.97381,1.8499181,-3.3551762,4.2304163,-1.659697,2.257207,2.3616042,-5.898534,-0.59464246,-0.69680905,0.6153667,4.5077786,2.4149938,-3.3922894,1.1253202,-0.775697,-2.5006216,-0.43038255,3.2963984,1.0858064,8.506422,-5.8754215,-3.1086934,-0.7849457,-0.18515804,-4.332378,2.9704857,-6.855428,0.19580254,5.877473,-2.428294,1.8586807,0.62806344,0.88814694,-1.4004011,-0.37525463,-3.0836563,2.7181544,-4.2812777,0.8457948,-3.330483,3,full_0.99
-11.164321,2.4179525,5.8586736,-7.720781,-6.520798,-1.889474,-7.530424,-0.33692527,6.107458,1.613735,-1.7723072,0.25353202,-7.9416075,3.3713639,4.9516253,-1.6178857,8.7731495,-5.5282555,-5.642417,1.0559951,0.35922074,4.600132,-1.5987622,2.8475747,-3.018959,4.51086,-9.34512,-6.2303143,-3.7453926,4.0420694,3.1748242,-3.8764992,-1.1494818,1.7874031,-1.2669424,-3.424773,-5.051786,1.9881403,-1.7117251,-1.4484662,3.7607021,3.320313,2.8262599,4.8554177,0.038447123,-3.0600991,3.8624957,5.82778,-3.5323977,0.7830979,2,full_0.99
83.76796,-4.941696,-7.437587,-9.660505,11.636498,-4.8403006,2.6030917,-4.4116697,2.3910518,-2.8098743,-3.9020429,1.9092739,0.050870143,-2.1029665,-0.00035080983,-3.7985134,5.2337694,-3.2193594,-4.2543964,-2.7062547,-4.3465886,-0.75209844,-1.0627493,3.4406247,1.8617948,2.9864843,-3.8417027,4.244374,1.9660851,-2.0892274,-4.000433,-3.117874,0.48959008,-2.6780462,0.86462975,-3.1911867,-3.068398,-1.0697894,-2.2599335,-2.8118308,0.5430999,-1.1816032,-1.2253537,-2.606248,-1.0419629,3.6885855,0.1301929,-3.709583,-0.16549487,-1.8349164,5,full_0.99
-24.061209,-8.64528,-7.286396,-13.900735,1.9575077,-6.4900446,4.019508,9.234272,-4.5233164,1.77036,-4.182862,-0.48102358,-3.9272125,-3.0753276,-3.7053251,-3.9078314,2.5134122,1.2857952,2.3557687,-3.821944,-0.3892014,0.37169933,3.7355373,-3.6239538,1.9122037,4.33962,0.016074285,1.0116521,0.17345712,1.9642648,-2.6076763,3.6065292,-1.538573,4.519211,-1.1963493,3.4182956,0.025842106,0.50973177,-1.6535765,-0.67886055,1.9023225,-0.4237168,4.410705,0.26403877,1.6432945,-3.1257155,-0.60565025,-1.1364913,-0.4836676,0.10662079,0,full_0.99
0.49659646,-25.507202,-2.5921588,21.195168,1.9696771,-4.3878136,-11.663363,7.164316,-3.485654,-0.65950143,4.2873573,-5.932493,11.930498,5.3737144,-9.181639,2.1183133,-4.4752045,3.059719,0.088615075,-0.18620074,-2.313346,0.2566878,-1.2165934,-4.9846735,-2.5967607,0.40248168,-5.144803,-2.144106,1.6788087,0.04792429,1.9387783,-0.9842131,1.0667291,0.3705736,-0.8395275,-0.64962065,-1.6979083,1.1380563,-2.490941,-0.74459255,-0.25161284,-3.3594458,1.4411355,-0.97005576,3.511315,0.51535106,1.1555132,1.7780958,1.456903,1.2956976,8,full_0.99
11.833029,-14.247457,28.261425,-0.30149865,7.808975,8.612292,10.44823,0.686023,-2.57233,0.49478588,-1.7188398,0.93424994,-0.15364885,1.1939555,-2.3031204,-2.3805585,2.3514569,-0.22108607,-4.232243,-1.6011474,0.52884185,-2.62955,-0.22200188,3.2918983,3.7855618,-1.3040963,-1.640552,-1.33598,-1.2942151,-4.798963,2.5247183,1.3223524,1.1995395,-0.38096914,-3.8897753,-3.548066,-0.81934994,-0.89452535,-1.2953081,0.6059142,-4.865056,-2.884788,3.6781437,1.7260796,2.289597,0.8543568,1.8875438,-0.84487176,-4.688941,2.414354,7,full_0.99
-24.516396,-9.089495,-6.813732,-12.879299,2.2380362,-6.7530365,2.348888,8.5834,-4.2434926,2.121531,-3.667949,-0.39631602,-2.9562674,-1.8416406,-3.6294239,-0.9452189,1.5055805,4.119256,3.865827,-4.0471315,-2.1779962,-1.3520727,1.8300128,-3.6759453,0.98884207,1.501168,-0.9453153,-0.25184128,-0.9984145,0.8848489,-2.2345853,4.021914,-0.43874505,1.0085766,-2.80776,1.2846402,0.6763969,-0.16634914,-1.5910006,-0.021604609,1.009253,-0.69472355,1.3730614,-0.8881533,-1.2871444,-1.769311,0.616127,-0.8832375,-1.3070532,-2.863485,0,full_0.99
12.344882,-15.222263,28.056362,-2.137915,5.100892,10.648626,8.813761,3.5712156,0.4920305,1.5812355,-0.7656813,0.9585608,2.2849386,2.8775814,-1.494162,-4.1744246,2.6379728,-1.4576086,3.626219,-2.687107,-5.3110275,1.1066393,-0.6938509,2.030921,3.7052786,6.8095865,2.2630603,-5.668912,3.0215633,-0.8672388,1.5562435,3.1144593,0.4673427,-3.1240518,-0.39171082,-2.2100716,-2.9921718,1.5243937,-0.053199403,-1.8669864,-2.0201187,-0.8852183,0.6683681,2.1208677,4.6347,5.103939,-1.1573079,-0.1678307,-4.4324555,0.62261355,7,full_0.99
-17.771435,14.026596,5.927863,7.029522,8.116958,-5.8073006,4.1775913,0.06412135,-4.392582,3.8122926,-1.4568269,-0.2460621,-9.530732,-1.1738334,-3.2402415,4.692635,-7.2346525,0.7369583,2.1057088,6.2821712,-2.5801752,1.4645386,8.367513,-2.3197823,7.4926705,5.7613506,-3.7251942,4.4570436,5.7452655,3.4310312,-1.624203,-0.7270052,-0.043005344,-4.588315,3.995724,2.4940784,-1.982798,-0.21318038,-0.1306392,-1.8307858,-3.1468759,2.7877345,-0.5131577,-2.8467002,0.21581985,-3.0669997,0.7353731,4.606603,5.201723,0.4731728,6,full_0.99
-7.6567883,23.539251,11.248452,11.623808,1.3245538,-4.5097322,3.3969991,-6.894982,-1.6906017,8.785079,-1.6743523,1.2946908,7.588401,3.624504,-6.7182856,-0.9165955,0.4401748,-3.9376602,0.8960137,-7.2253256,3.6944008,1.959932,-0.59645426,9.821745,-4.927138,-3.180715,-1.6353194,2.8452907,-3.0120971,-6.0119905,0.0599611,5.387767,-12.305392,-2.107514,5.3563924,5.9013023,1.2771642,0.13399683,1.1477205,6.7818727,-0.24841845,-1.5572355,0.6600246,-4.3145204,3.2389827,-1.5183635,0.93411595,-0.7725463,6.2614365,-1.9513371,6,full_0.99
-12.167956,9.464604,-9.318491,-3.9808757,1.6530718,11.089455,-7.4974885,-7.0177145,3.1907048,16.357656,-2.5744643,-1.2704071,10.786818,-2.6506374,-4.190939,-3.052242,-0.29058108,-0.094830886,-1.4821032,-4.1622157,3.3904636,-2.2594285,-4.042845,3.7985058,4.8754296,2.7067034,-1.1854961,1.6667541,-3.122497,-1.7682115,-1.4918761,0.07765324,0.06289638,4.2660513,1.7085876,-2.1946955,-1.2773976,-3.2208276,0.363468,-0.046314925,-3.3968964,-0.79648834,-1.2560532,1.9358946,-4.845201,3.301449,-0.67880595,0.002230182,-1.2938066,0.050657917,4,full_0.99
-6.8852043,-5.037289,11.827014,-8.553769,-5.731849,0.034951907,-7.144277,-11.055233,-3.4509146,-1.7992883,4.073523,6.342383,-5.3136883,-2.7106004,-3.0522902,1.6094044,-1.6100738,2.3702722,6.016375,3.2339053,2.7505329,-1.0580058,-2.742056,6.439787,-3.447442,2.078294,-1.5740596,-0.6107159,4.197404,-6.373825,4.434126,-0.055509195,0.20641713,2.8092756,-4.4490347,5.125384,0.8094495,-2.6942892,-1.2976996,5.0544257,-0.24251094,1.7964616,4.031076,1.5315405,-3.202311,1.7976671,-1.5816238,-1.1576033,-0.19368346,2.365853,3,full_0.99
-3.8420143,-3.985009,12.924594,-8.525691,-6.615484,1.0186466,-7.424145,-7.613232,-4.569323,-5.740505,1.9423597,2.9821906,-1.7990968,-2.0236301,-1.9844497,0.04448041,-0.8125973,0.95620894,1.9534465,1.0898657,2.8206048,1.1965735,-1.293763,5.007704,-3.640908,3.233006,-1.2843791,-2.3563166,-1.1267765,-1.0620778,-2.1030664,0.60891247,-4.447086,7.7147923,3.9868095,0.039550677,-5.5483594,0.8707908,4.884704,-3.237584,3.5157743,4.5243683,4.982279,3.0719006,-4.352927,2.4065647,3.7077696,-0.059924614,-5.411819,-0.30354574,3,full_0.99
5.3474097,11.345556,-11.09931,-5.2036104,5.9840136,-5.656955,4.188522,4.3101225,4.6264157,-7.7833953,2.0735521,5.2592864,7.646399,-0.3348545,1.9646207,1.0078027,-1.1485695,4.1641965,-0.21201634,0.6371328,3.1488101,2.9184046,0.056095406,2.240856,8.285467,1.7642798,1.2485152,-5.404464,1.5009489,3.4129748,-9.066426,3.699285,0.95256567,-1.2543802,-12.228538,4.081575,0.65738535,7.7743125,5.7760735,-0.24374779,-2.128221,-2.0765507,4.5864353,0.5704922,1.984897,-0.23996946,-5.2678957,-2.6335523,2.5568979,4.8152795,1,full_0.99
-6.2136393,6.0001225,-9.013484,-8.29375,8.026857,-4.778358,0.2467651,-0.41830707,9.295321,-15.587955,0.5065528,-1.0350411,9.079633,-2.286986,0.4852775,-1.0806121,-6.513722,3.4645984,0.4588531,8.970475,6.5031257,-2.7904701,-6.3126707,10.184915,2.678711,-5.4637804,5.9929104,-9.556178,6.228653,8.436905,-3.5775487,-1.9659176,1.9180573,-3.986597,-5.73399,-0.50799,8.632576,0.47397625,-0.1970939,-2.428389,0.26004314,-0.7913694,0.6676413,0.4236169,4.337313,0.3069188,-6.6300063,3.351003,-3.0722365,0.5773177,1,full_0.99
103.86831,-5.579187,-6.749219,-8.696779,10.031467,-4.091892,3.6507432,-4.6436725,-7.341915,5.9142804,0.25264513,-3.1365488,2.0126655,-0.93459946,2.69501,-3.9999957,-0.70995927,-0.22859138,0.90569437,1.4061393,1.1039153,3.1944447,-0.7810268,4.629937,0.7583597,-5.0682096,-4.4388366,2.6501315,1.6157705,-1.0782236,1.3000034,0.78164303,2.792418,-3.1191154,-0.9790568,1.3502918,-0.8031883,1.3653624,0.043436863,2.421864,-2.3784425,0.04622447,2.469857,4.0119414,-0.6880295,-3.644411,2.2786438,3.6921742,-1.0285164,1.2826779,5,full_0.99
21.085024,16.092817,19.358545,-2.9876857,-14.7932625,-6.5970745,-4.756365,7.855155,5.5407853,-2.7083738,-7.224473,-6.117001,-1.439282,2.2943625,-1.8049556,0.6007402,4.2146764,0.2805647,-6.5231323,-0.9315044,0.10231292,-1.6429225,1.119001,2.9736586,-0.55387104,-3.2417517,-4.187856,-6.109465,-1.4033422,7.2327185,-4.863873,-2.4377058,-0.9113165,3.5824463,-2.1234114,-1.7587785,-6.9691772,7.5107765,0.039105605,0.9973227,-2.3045163,1.7502683,3.3664677,-1.749895,0.94597375,-0.076963685,-4.5609307,-2.2717607,-1.9288318,-3.4584692,2,full_0.99
-9.611839,-8.432741,-14.176264,4.722086,-9.977713,7.680347,7.9312606,-8.06938,3.5056508,-1.213451,-8.489613,3.3635755,1.4638525,-6.7335463,-3.1106994,-10.107353,2.648446,-13.888602,-1.2994963,-3.91838,-4.1120677,3.833171,-0.05157727,2.9320266,-1.5492142,0.55630094,-10.834876,3.1937387,2.4963002,4.7363973,-0.65861535,4.295568,5.2994733,2.9679985,-2.7137454,-0.0007059975,3.350099,-3.7833693,1.5646422,-0.71326625,-4.5867295,-0.87462825,-1.8759016,-3.1766582,0.82551664,1.8954289,-0.5317089,-1.8703113,-0.3700862,-0.8894717,9,full_0.99
13.420485,30.061943,-11.364831,2.1499202,2.059916,5.902084,-1.4790374,6.9786186,-0.2749273,-3.0893917,-1.3755562,7.4796467,4.29928,8.466066,-3.7597313,-1.2515564,-1.6675473,-0.55441886,-0.7915069,0.72310066,-0.19374865,-2.4713726,-4.556006,3.0499442,1.1716267,4.769816,4.726808,-0.68614984,-1.9276026,0.85835797,0.1255919,-1.8518658,6.7370415,1.0814062,-0.30460805,-2.672514,2.8851376,-6.067842,-2.958514,2.3396826,-1.2541776,-0.4234759,2.3110037,1.8284414,2.1631155,-1.2186701,-1.0890437,-5.8650737,0.7503616,-1.7052894,4,full_0.99
-17.513474,13.819343,8.001257,10.224545,8.350985,-8.315576,5.1189294,-9.848146,3.221648,11.672073,5.1018443,-4.822952,-2.3582988,-5.475029,3.2938805,0.0696111,-4.13495,3.0815692,-2.5276852,-4.061642,3.7104301,-2.3789783,0.08376893,3.916063,0.30010024,-0.91910875,6.199375,0.51368505,1.2921602,0.25482365,-4.3581805,-0.27636936,4.364637,-0.39322954,0.8058763,-1.5009263,-0.7950945,-5.175013,-5.853026,0.29291537,-3.4158194,-1.961853,2.649219,1.359212,-0.610271,0.6900451,3.5554354,2.201762,-4.0280714,1.9398131,6,full_0.99
11.324922,30.22793,-13.485054,0.45457882,3.0778227,10.541519,-5.6882453,5.8441505,-7.9888897,-1.2979211,-0.70095223,-0.11409307,-4.246582,1.8510386,-0.7174116,1.1456398,7.7211795,-5.178638,-1.1480347,-11.841202,3.120554,6.076808,-5.8899283,1.197362,5.4715314,-3.7827349,-2.7377725,4.659474,-1.4881762,2.3734498,-0.07642897,4.717589,-1.8350204,-1.9264766,5.228437,0.525546,0.9046068,3.1548789,-8.894459,-4.540004,-8.426941,0.30571985,-7.859804,2.9217913,-4.6687136,-0.43302926,-2.851199,0.33599532,-0.33748507,-0.33846948,4,full_0.99
-23.071815,-8.3454485,-7.148848,-14.04029,2.2100718,-6.5233016,2.6396754,7.9982667,-2.6785376,1.4838202,-4.6052227,2.3528624,-2.5625381,-7.200102,2.2819898,-0.85726917,1.6470928,-7.559877,3.0803437,0.12639391,-2.484646,-1.3930644,-1.1465467,-3.1220012,-3.0506926,-0.6182935,-1.6122197,2.5154924,-3.0114996,-3.2318246,-3.2675526,-5.927173,-1.9095087,-2.942423,-1.5431917,-0.91995686,-0.82080984,-3.5579693,-0.6345373,0.09768704,2.0682957,-1.261792,-0.17107885,0.42049655,0.5621805,-0.5974543,0.12089937,-2.7421844,-1.8592023,-2.4644208,0,full_0.99
15.548115,-22.043436,-1.7400742,14.887883,6.8507986,-6.6238985,-9.257985,3.7191508,-2.735112,1.79754,-2.420851,-1.1487156,1.7488679,5.3886337,-6.752392,-1.7658061,0.8003313,2.6889203,4.821984,-4.2905283,-3.878547,-4.233617,-3.6707335,-0.36659807,2.1851509,-3.542964,-7.6367974,-0.047870502,2.148452,2.3064485,2.0609436,-1.2903029,-0.5736074,0.4851597,1.2031091,-0.03147962,-3.3640316,-3.4982367,0.38480073,1.8214273,-6.552814,-7.147204,7.556527,2.1332018,2.2241738,-4.3607483,1.5433766,-0.2396483,-0.97192764,0.94596195,8,full_0.99
99.9798,-6.1767583,-6.381947,-12.035527,5.5928,-8.305753,6.763099,-0.18587364,-12.080527,9.924331,-1.6095641,-2.2496393,3.5227253,-2.7329,4.111769,3.1200826,-1.9200137,1.0211565,2.4599094,0.62112206,2.8393435,-1.4454755,2.3653674,-2.0729141,-3.1529028,-4.412796,0.05812493,-0.2747617,2.9954753,0.18665797,1.3240621,-0.008123814,4.251187,-0.14237462,-2.6074846,1.3681059,-1.9620267,-1.6814693,-1.8875561,1.4645534,3.3071623,2.979177,-2.512847,0.57340306,-0.43592387,-0.8067314,-1.0217484,4.41151,3.2686837,-0.13379319,5,full_0.99
