PACMAP1,PACMAP2,PACMAP3,label,bias_level
-0.7733372,1.1806266,0.04846759,1,full_0.5
1.3955698,0.33813205,-1.7121762,1,full_0.5
-0.83958995,-2.09913,2.3525698,9,full_0.5
-2.1901433,1.661065,0.106902815,8,full_0.5
-4.5954156,1.4185435,-1.2046909,8,full_0.5
-4.2811594,-0.63900524,1.6781915,5,full_0.5
-5.563574,-1.1812141,0.12138511,4,full_0.5
-1.9705791,2.411797,-0.9263241,6,full_0.5
-0.0029623134,1.9104642,4.324162,9,full_0.5
-5.769604,1.2807264,-1.0530465,3,full_0.5
4.4538984,4.123559,2.3947856,1,full_0.5
-0.10737686,2.234114,-1.7139294,7,full_0.5
2.3013504,0.5908167,-1.2375658,8,full_0.5
4.4330573,-1.2966545,-2.8428943,2,full_0.5
-6.855545,-1.4914998,0.8685153,7,full_0.5
4.25087,3.8656223,2.2646763,2,full_0.5
-6.6114874,-0.98945063,0.0059757493,0,full_0.5
4.51656,-1.5819635,-2.6783254,6,full_0.5
2.9969957,-1.0036952,-1.9840977,9,full_0.5
0.0060952557,-3.4900227,1.028026,9,full_0.5
2.6900501,0.6934772,0.47985265,0,full_0.5
2.4473312,0.3104835,-1.4755019,3,full_0.5
3.921679,3.4804254,1.9702746,4,full_0.5
-5.4498744,1.9752272,-1.7532421,4,full_0.5
-5.1732683,-1.1985456,0.50485504,1,full_0.5
3.3391228,-1.3248322,0.17769176,6,full_0.5
0.9277315,-3.1974428,0.45421,8,full_0.5
-4.908467,-0.8599266,-1.525585,6,full_0.5
-4.9022107,-1.6222792,0.12465708,5,full_0.5
5.167368,0.0664612,-0.15964328,0,full_0.5
4.4227266,-1.660772,-2.7265217,1,full_0.5
6.021711,0.2594959,-0.52928644,0,full_0.5
2.8353145,1.1560127,-0.24138008,3,full_0.5
4.8153143,1.9862217,0.69478935,2,full_0.5
-0.5615022,2.11528,-1.1841604,6,full_0.5
-0.3431944,0.84260815,-1.7293167,0,full_0.5
0.6507048,2.1668706,-1.5750551,4,full_0.5
-2.5703208,-0.5095167,1.1350046,6,full_0.5
6.865112,0.16453572,-0.806151,2,full_0.5
-3.5491576,0.027717212,-0.23429953,7,full_0.5
0.3658995,-3.0964317,0.4267149,8,full_0.5
-5.615442,1.8103497,-1.6330279,4,full_0.5
-6.40824,-1.1107761,0.51437724,0,full_0.5
-5.384677,-0.38309303,-0.5210282,2,full_0.5
0.069084175,-0.70630175,2.4864426,3,full_0.5
-5.731853,-0.66946006,0.88290346,3,full_0.5
-4.5527163,-1.1970352,-2.1520128,6,full_0.5
-3.0959647,-0.77918255,1.7273898,6,full_0.5
4.3601756,-1.674406,-2.5493994,9,full_0.5
7.36133,0.9343544,-0.393158,4,full_0.5
-6.8243394,-1.7042809,1.0943681,0,full_0.5
-6.4212165,-1.005118,0.783514,0,full_0.5
7.5161877,0.88814914,-0.43419033,4,full_0.5
9.54084,0.6239266,-0.87148756,5,full_0.5
3.8127725,1.6468133,0.33944663,1,full_0.5
-0.5124706,-3.107086,-0.085006565,8,full_0.5
-1.1721941,-3.1975086,-0.14079754,9,full_0.5
6.1474204,-0.26030988,-1.2484682,2,full_0.5
-6.2140126,-0.88800967,0.8538051,5,full_0.5
-5.441425,-0.19491418,0.57587534,8,full_0.5
-4.7335987,-0.49356222,-0.15152206,4,full_0.5
-3.7249346,-2.0599005,0.32119656,7,full_0.5
7.230369,0.6193588,-0.58177847,4,full_0.5
0.04490768,2.0460434,0.15598062,1,full_0.5
4.591921,0.38111526,-0.76538813,9,full_0.5
-3.807901,-1.4323499,-1.6621774,5,full_0.5
3.4566045,1.2357572,0.6280952,1,full_0.5
-3.7397003,1.4981518,-1.7488146,9,full_0.5
-0.98906624,-3.2666295,0.75673264,4,full_0.5
-1.5061861,-1.0127845,1.5581518,6,full_0.5
-3.8977463,0.622384,-1.1768242,3,full_0.5
-5.5070457,-0.4603289,0.2459853,1,full_0.5
-5.852957,-0.63633245,-0.4235455,1,full_0.5
-0.8991308,-2.0745726,2.8961124,6,full_0.5
9.477879,0.6196431,-0.8659799,4,full_0.5
2.3418722,0.53072345,-1.4052712,3,full_0.5
-1.3375354,-0.5862682,3.1631713,4,full_0.5
1.4718319,-1.9843191,-0.9525629,3,full_0.5
-3.19684,-1.0717019,1.4748416,6,full_0.5
3.349017,0.97086567,-0.14858006,0,full_0.5
-4.8665533,-1.1713855,-1.1972766,6,full_0.5
2.9758208,-1.2134584,-2.1858969,9,full_0.5
3.3555424,2.0980525,1.5784718,4,full_0.5
-4.6654897,0.993884,0.43183556,9,full_0.5
4.568025,1.1611267,0.019976718,2,full_0.5
-3.0388515,-0.15820724,-0.12645623,7,full_0.5
-2.5032194,0.19107279,0.11398556,1,full_0.5
-3.411131,0.5995596,-1.9495915,0,full_0.5
-2.9213986,-0.5635038,2.4537418,7,full_0.5
-1.4658116,-1.6938299,1.9553441,8,full_0.5
-1.0173331,1.6580087,4.326618,9,full_0.5
-6.145551,-0.6857057,0.19855541,0,full_0.5
-4.6883063,1.9350672,-1.8793232,6,full_0.5
-2.3943331,-1.5377936,0.99847806,5,full_0.5
-4.8935,-1.3384715,-0.074014045,5,full_0.5
-1.9598931,2.8509655,-0.7461975,3,full_0.5
-5.0011406,-0.05560492,0.24910063,1,full_0.5
-2.0162487,1.6350251,1.3104115,9,full_0.5
-1.1318544,1.3770891,-0.052966822,9,full_0.5
6.5663238,-0.1284687,-1.1319704,6,full_0.5
2.0617797,1.2644237,-1.145127,4,full_0.5
6.6310782,0.2664168,-0.6092482,6,full_0.5
-4.080452,-1.6256843,-0.19074278,5,full_0.5
-5.174625,2.0561647,-1.363529,4,full_0.5
0.11492413,-0.16361973,-0.6138249,1,full_0.5
3.7475376,2.5260015,2.001001,8,full_0.5
-4.928475,0.17250706,-0.07135055,2,full_0.5
-7.0239706,-1.580676,1.06679,0,full_0.5
-4.737484,-1.1782885,-1.4013149,8,full_0.5
-2.987504,-0.2878533,0.02770275,0,full_0.5
4.52572,-0.22796245,-1.1681283,9,full_0.5
4.771468,2.1713443,0.88536024,3,full_0.5
7.0352592,0.70325315,-0.5064831,4,full_0.5
-2.1688662,-0.67971754,3.0589278,8,full_0.5
-3.3706772,2.0665777,-2.1975245,8,full_0.5
-4.106578,1.6443332,-1.9435598,6,full_0.5
-1.7781403,-0.60877764,2.9861774,4,full_0.5
-2.589744,-0.993794,1.6824497,6,full_0.5
1.9635344,-0.77161586,-2.8833156,3,full_0.5
2.2298088,1.3285531,-1.2377522,2,full_0.5
1.9355924,-1.0302783,-1.1497972,7,full_0.5
-3.5159292,1.0700095,-0.45003247,2,full_0.5
-4.579235,-1.378281,-1.2629845,4,full_0.5
-3.6963668,0.72455454,-1.175175,8,full_0.5
0.037517138,-2.244502,1.8718646,9,full_0.5
-3.4997013,-1.4320902,-1.9985262,8,full_0.5
-4.7139716,-1.190068,-2.2738569,2,full_0.5
-4.827878,-0.23700431,0.921989,9,full_0.5
2.5270479,-1.0946356,-0.9554334,9,full_0.5
4.613275,-1.5544567,-2.7604103,1,full_0.5
-2.4549708,2.0179262,-0.683449,5,full_0.5
-0.9789358,1.6658646,4.2879825,9,full_0.5
-0.97909683,1.6515353,4.337606,9,full_0.5
-4.996565,1.2224373,-1.2654388,4,full_0.5
-4.43689,-1.3044206,-2.6221433,0,full_0.5
-0.37923732,1.853562,4.3653436,9,full_0.5
-2.210489,-1.2720884,-0.5984539,3,full_0.5
-3.9588878,-0.04553255,-1.2013339,0,full_0.5
-3.6084082,0.55707806,0.95627314,8,full_0.5
3.3262873,2.332462,1.6192623,1,full_0.5
4.542298,4.2120886,2.473869,6,full_0.5
-1.1628517,-1.4692568,2.2724886,0,full_0.5
-1.0421644,1.6559894,4.421123,9,full_0.5
-4.3554792,-0.9609185,-2.0843174,6,full_0.5
-6.871828,-1.5405862,0.91289526,3,full_0.5
1.0037053,0.18751158,-1.8016557,4,full_0.5
-1.1691793,1.4169225,4.0601482,9,full_0.5
0.0077599543,1.8272765,4.282832,9,full_0.5
2.5031395,-0.005509682,-1.1327566,3,full_0.5
3.2833352,0.8851116,0.020515783,8,full_0.5
-3.2400398,-1.9226848,-0.13824283,8,full_0.5
-2.6435812,-0.15415531,0.39744258,3,full_0.5
-3.4514105,1.0722529,1.5245845,4,full_0.5
-2.0637314,-0.1658989,0.945509,2,full_0.5
-4.8204284,0.053764828,0.52215785,4,full_0.5
-5.6677194,-1.0051818,0.18254203,8,full_0.5
-6.1052284,-0.061006058,0.62061745,1,full_0.5
2.6900606,0.33463776,-0.49002755,3,full_0.5
-0.5442059,-3.19417,0.35289755,5,full_0.5
1.4191942,-2.8890495,0.5658457,4,full_0.5
2.7544153,0.30521157,-1.0156626,2,full_0.5
7.0842338,1.0849078,-0.23973113,6,full_0.5
3.0132883,-1.3175535,-1.3397964,7,full_0.5
-3.726692,-0.6222972,1.5275189,6,full_0.5
0.19291645,-3.5048988,0.65722203,8,full_0.5
0.88557225,-3.2648227,0.6207524,8,full_0.5
-5.605377,1.345241,-1.3222893,4,full_0.5
-2.5405538,-0.2651847,-1.9741936,9,full_0.5
-3.719588,1.7148964,-1.8598578,4,full_0.5
-3.1588843,0.7840274,-0.069336876,8,full_0.5
4.5138025,-1.7868407,-2.6568894,5,full_0.5
-1.7951584,-1.0234132,2.8803487,5,full_0.5
0.58450246,-3.3674061,0.4166414,5,full_0.5
-1.7733634,-1.0778192,2.319775,2,full_0.5
2.7664504,0.44086355,-1.0132835,2,full_0.5
-5.6493473,-0.8906929,-0.60293937,1,full_0.5
-0.47663563,1.7766222,-0.35506567,1,full_0.5
-1.1984293,-0.2724591,2.5027838,9,full_0.5
0.4735069,-2.7083187,-0.10484586,8,full_0.5
2.2324123,-0.9101073,-3.1526914,6,full_0.5
3.2424302,2.4859052,0.6819566,4,full_0.5
4.408167,3.9954314,2.3201637,1,full_0.5
-2.4117978,0.5773458,0.012257997,2,full_0.5
-6.806898,-1.3738822,0.7611337,0,full_0.5
-7.0697446,-1.8148358,1.0087621,0,full_0.5
3.4574492,2.2466311,1.3664136,4,full_0.5
3.9865112,3.6876547,2.0778892,2,full_0.5
2.8099139,-0.2590512,-1.7110201,4,full_0.5
6.42478,1.3293847,0.029542662,7,full_0.5
-5.7657976,-0.6186856,0.5623036,9,full_0.5
-0.48393515,1.4051526,-0.17089626,1,full_0.5
0.33390194,-0.34305295,-2.7016835,2,full_0.5
-5.047511,-0.62562555,-0.69051087,2,full_0.5
-2.7365046,-1.0788498,2.7219589,2,full_0.5
0.6332883,-1.0184618,-0.0029266058,5,full_0.5
3.1839366,1.6000749,1.8080055,4,full_0.5
2.9978433,1.8924364,1.2940632,3,full_0.5
1.0570265,-2.496329,1.7117879,0,full_0.5
-0.6288937,-2.0851698,2.471679,0,full_0.5
-5.17115,1.5641235,-0.0042744083,1,full_0.5
3.0783074,-1.5073797,1.1163168,5,full_0.5
2.7047386,-0.9526211,-1.6578065,7,full_0.5
4.750563,-1.3210291,-2.7506974,7,full_0.5
-3.0666656,0.14717978,-0.4021481,2,full_0.5
3.8303978,1.5975102,-0.024106238,1,full_0.5
-1.391787,-0.24247324,0.35534534,2,full_0.5
4.422005,0.37884822,-0.94478977,9,full_0.5
-2.6576757,1.0369037,1.9658792,9,full_0.5
-4.8510284,-1.4070867,-0.302528,2,full_0.5
4.435554,4.049571,2.3553622,5,full_0.5
-0.99385905,0.46235532,-1.5305504,3,full_0.5
1.4199768,-0.14377543,-2.0848544,2,full_0.5
-3.195213,-1.2626369,-2.0652876,4,full_0.5
-3.2268562,0.051580064,-0.304591,6,full_0.5
-3.7974675,0.12469674,-0.2010334,9,full_0.5
-5.991286,0.68302816,-1.4827625,0,full_0.5
6.9652014,1.1832589,-0.14887035,4,full_0.5
4.3006325,3.8397117,2.1948152,6,full_0.5
-0.110604756,-0.7144391,2.299038,4,full_0.5
-0.93384904,-2.2391262,2.8896163,9,full_0.5
6.771513,0.113025375,-0.87971574,8,full_0.5
-1.3752847,-2.9433243,-0.5942958,0,full_0.5
4.5335984,3.9884214,2.3597147,9,full_0.5
3.8630986,3.1731107,1.9511113,4,full_0.5
3.1729105,-0.71510434,-2.0070775,7,full_0.5
3.1162093,0.37955534,-1.2628907,2,full_0.5
3.4106305,2.1831927,1.2194178,2,full_0.5
-5.0047956,-0.9069685,-0.4415511,3,full_0.5
1.8795142,-0.13039154,-1.5318233,3,full_0.5
1.5219319,0.045754254,0.08041602,3,full_0.5
-3.383439,-1.6232708,-1.8111073,4,full_0.5
4.5810933,1.0823946,0.07209509,1,full_0.5
4.990526,-1.3185893,-2.6180644,0,full_0.5
-4.7440357,-0.4625123,0.8628714,9,full_0.5
-5.8439484,-0.39711928,0.44461542,0,full_0.5
-2.3143067,-1.5478908,1.8651601,1,full_0.5
-0.14727105,-0.75229174,2.2542005,0,full_0.5
-2.89055,1.4771863,2.3825147,6,full_0.5
-4.565028,1.4146305,-1.1083071,1,full_0.5
-1.3303162,-0.7348204,1.8338331,9,full_0.5
-1.073309,1.5329496,4.1523876,9,full_0.5
-6.151214,-1.33844,0.36051938,3,full_0.5
-2.9184687,1.2267573,2.1580064,6,full_0.5
-5.032053,-1.2368098,0.14769787,6,full_0.5
8.23998,0.4949379,-0.7918997,5,full_0.5
-3.6442714,-1.3216251,-0.098581746,3,full_0.5
4.3559766,2.3082926,1.3656762,8,full_0.5
2.5374002,-0.1295371,-0.7906016,5,full_0.5
2.500675,-0.4452835,-1.1008592,7,full_0.5
0.6781555,0.31097043,-1.8174781,0,full_0.5
4.5826063,-1.0656879,-2.4140167,6,full_0.5
-1.4476273,-1.6649808,2.445436,0,full_0.5
-1.4604005,-3.0200708,-0.00502664,3,full_0.5
-3.571879,-0.56290233,-1.0305845,3,full_0.5
0.15469511,-3.3085737,0.23469211,5,full_0.5
-6.2769866,-1.0556027,0.27457252,9,full_0.5
-2.0341978,-0.84650147,2.747846,5,full_0.5
1.6989856,-2.18088,0.25324598,8,full_0.5
-1.2296656,1.2953386,3.5676577,9,full_0.5
-4.3257217,1.3065585,0.4467574,8,full_0.5
2.2553158,-0.27974856,-0.97330236,6,full_0.5
-6.327425,-0.90914655,0.2165609,0,full_0.5
-0.6815774,-0.002463657,0.465989,6,full_0.5
7.4232864,1.0550424,-0.29733467,9,full_0.5
9.45613,0.62539697,-0.859294,5,full_0.5
4.169213,3.5775898,2.0846784,1,full_0.5
-0.9601594,1.2623776,-0.15562002,0,full_0.5
4.391028,4.0516253,2.300805,4,full_0.5
-0.89597964,-2.2059762,2.6234076,9,full_0.5
-0.71394664,-2.2792444,2.7379818,9,full_0.5
4.242545,-0.6033614,-1.0057023,9,full_0.5
2.136117,-1.8745272,-0.21809122,6,full_0.5
-2.363445,1.0362885,1.0251073,2,full_0.5
-3.7408996,1.0071354,1.131838,1,full_0.5
-0.9058397,0.6335059,-1.2713052,9,full_0.5
-3.5838537,0.28610533,-1.0694885,3,full_0.5
-1.8048245,-0.5992271,1.276084,7,full_0.5
-2.7350743,1.1814716,1.8480364,4,full_0.5
-0.7813515,-0.33463818,1.0120354,7,full_0.5
-5.8629065,-1.2035878,-0.7798991,0,full_0.5
-5.902733,1.6682309,-1.4178505,0,full_0.5
-1.3284822,-1.6543456,2.1210892,8,full_0.5
-6.043469,0.17838047,-0.69123256,7,full_0.5
4.431724,-0.20117386,-0.66927004,6,full_0.5
-2.866137,-0.107776076,-0.056709766,1,full_0.5
-0.64003855,-0.2310085,0.4593261,7,full_0.5
5.990044,0.24163994,-0.73084825,6,full_0.5
-1.0588166,0.60862637,-0.30688035,1,full_0.5
0.9075474,0.08391213,-1.922626,1,full_0.5
-2.647128,-0.9371308,2.7306027,1,full_0.5
0.26506966,1.6062127,-1.7049882,4,full_0.5
1.1915957,-3.2351322,0.64233845,8,full_0.5
-2.2928264,-0.9473838,2.977099,1,full_0.5
-4.9026566,-1.3108099,-1.8021954,7,full_0.5
-2.8977203,-1.1642238,-1.813944,6,full_0.5
3.924126,-1.679537,-2.1050925,7,full_0.5
5.1924076,0.23917529,-0.040770523,2,full_0.5
2.237121,2.258947,0.33300745,4,full_0.5
4.4024916,2.083642,0.96187013,4,full_0.5
-2.2170198,-0.3464125,1.5958892,2,full_0.5
-2.8377137,-2.8227267,0.14086755,2,full_0.5
-5.4361086,-0.81904054,0.78789115,1,full_0.5
5.0760274,-0.0900722,-0.30991107,6,full_0.5
-0.8277445,-0.15530448,0.55474657,4,full_0.5
-1.031975,-3.0721028,0.48920503,8,full_0.5
6.860742,0.79276633,-0.4970149,0,full_0.5
-1.6364655,2.3779554,-1.2500297,1,full_0.5
0.3210836,-3.5811837,0.8110719,8,full_0.5
-1.7331516,-1.3600224,1.7673703,8,full_0.5
1.1047958,1.591742,-1.6176857,1,full_0.5
-3.9197628,1.582312,-1.9892122,1,full_0.5
1.9146621,-0.74115056,-1.9002209,7,full_0.5
-5.0397525,-0.48028582,-1.1691636,2,full_0.5
-1.0234556,1.627967,4.342161,9,full_0.5
3.0005188,-0.30485803,0.25336304,7,full_0.5
2.9916663,0.08051877,-1.6453483,2,full_0.5
-0.9791449,-0.33539802,3.4622102,4,full_0.5
-4.1714935,2.133579,-1.5574356,9,full_0.5
-0.13832499,1.3332412,-0.26594612,7,full_0.5
3.917113,3.5345552,2.1249473,6,full_0.5
2.416717,0.12816037,-1.3005718,3,full_0.5
-3.2110107,-2.6233752,0.33654088,5,full_0.5
-1.5332528,-0.5507818,2.0988848,1,full_0.5
-1.8730987,0.7304295,-0.63957274,4,full_0.5
-0.36193347,-3.1197622,0.67820036,8,full_0.5
0.8797148,-3.290222,0.89583194,9,full_0.5
2.8223178,-1.8340682,1.0769408,7,full_0.5
5.3530183,0.79675806,-0.18607792,9,full_0.5
-0.08145499,1.8319942,4.293199,9,full_0.5
-3.887314,0.47060007,-0.42055508,9,full_0.5
-1.8344532,2.8359065,-1.1799936,6,full_0.5
-4.898759,2.0521576,-1.4465524,4,full_0.5
-3.6650703,1.5106783,-1.9288257,0,full_0.5
-1.5045899,-1.6831511,-0.345825,6,full_0.5
-1.2890079,2.6358767,-1.1096163,5,full_0.5
-2.1358147,1.8190879,-0.35786936,2,full_0.5
4.3710446,-1.1275872,-2.8147228,2,full_0.5
-2.0802739,-1.0799361,2.1952233,8,full_0.5
4.3611236,3.8798168,2.2808232,7,full_0.5
6.6133523,0.4830643,-0.62198055,4,full_0.5
4.9798694,-1.1183112,-2.687165,0,full_0.5
-4.067684,-1.5857009,0.18698706,5,full_0.5
-4.3221154,2.1778748,-1.3535837,4,full_0.5
4.3273187,4.0339823,2.30233,6,full_0.5
-2.303421,0.19110397,0.9584592,9,full_0.5
2.868037,-1.5104015,-0.48984975,6,full_0.5
2.703005,-1.75464,1.1589113,3,full_0.5
-2.7059574,-1.2587215,-2.0388641,5,full_0.5
-3.8749366,-0.57549036,1.2166985,4,full_0.5
-4.194277,-1.7774866,0.30802572,4,full_0.5
4.152641,-1.8049877,-2.2422078,0,full_0.5
4.407057,4.042302,2.3426278,4,full_0.5
4.170789,0.97411907,-0.118696965,7,full_0.5
-5.488842,-1.1556804,-0.085646726,1,full_0.5
0.30167183,-1.405372,2.0037665,8,full_0.5
-0.0317173,1.8968457,4.357209,9,full_0.5
3.7363482,1.5041951,0.46725518,5,full_0.5
-5.6477237,0.9410251,-0.8848752,4,full_0.5
-4.523137,-1.3585017,-1.6425195,9,full_0.5
-4.638017,1.3786513,0.24525784,0,full_0.5
-1.2562194,1.2287428,-0.993399,1,full_0.5
-1.841282,-1.4761688,1.6636657,7,full_0.5
2.00776,-0.22959712,-0.7751833,1,full_0.5
3.3075047,2.1913743,0.3874649,7,full_0.5
3.2681503,-0.47559664,-0.9800873,6,full_0.5
-2.655651,-0.9393342,2.5999324,7,full_0.5
1.5825784,-2.7168362,0.4205834,5,full_0.5
6.4089284,0.022682033,-0.6085181,8,full_0.5
-4.3648186,-1.2510257,-1.1928444,4,full_0.5
-2.8696058,0.42363828,-1.1351159,3,full_0.5
-1.2445762,-1.0228353,3.3184023,8,full_0.5
-4.1761475,-0.6729627,0.94001174,2,full_0.5
2.3048553,-1.140582,-0.27202362,7,full_0.5
-2.3702064,-1.240306,3.1705248,1,full_0.5
-3.7304711,1.7290759,-2.0160594,6,full_0.5
-1.8558568,-1.6274943,2.9594958,8,full_0.5
-2.6925797,-0.996546,2.7547274,1,full_0.5
3.2571192,2.148468,1.4262531,4,full_0.5
2.0725253,0.17599542,-1.5770348,3,full_0.5
-1.9701222,-1.2701206,1.1784177,7,full_0.5
-5.280964,-0.31568986,-0.46979368,2,full_0.5
1.0365207,-1.4428157,1.4739709,0,full_0.5
7.0715623,0.12203386,-0.9314695,5,full_0.5
-0.81142485,1.0851321,-0.65621984,4,full_0.5
8.297827,0.47359884,-0.8060698,6,full_0.5
2.0063663,-2.0306318,-0.7048312,3,full_0.5
5.1825438,-1.4127187,-1.6196344,0,full_0.5
6.6823187,0.41623196,-0.6808448,4,full_0.5
